Date,Open,High,Low,Close,Volume
2020-08-18 00:00:00+07:00,2286.725530360772,2362.6334317835363,2286.725530360772,2334.16796875,115981200
2020-08-19 00:00:00+07:00,2343.656627217277,2372.1220923251794,2305.7026737400743,2315.191162109375,64511800
2020-08-24 00:00:00+07:00,2296.2140360514322,2343.6564748128258,2248.771597290039,2277.237060546875,132486400
2020-08-25 00:00:00+07:00,2296.2141640625,2381.61055859375,2296.2141640625,2372.1220703125,132365800
2020-08-26 00:00:00+07:00,2372.1219761165107,2410.075927734375,2343.6565124031126,2410.075927734375,78703400
2020-08-27 00:00:00+07:00,2410.0756060887898,2410.0756060887898,2353.1446862599205,2391.0986328125,93450200
2020-08-28 00:00:00+07:00,2381.610275084714,2410.07573653991,2353.144813629518,2362.63330078125,75655000
2020-08-31 00:00:00+07:00,2362.6333715615156,2391.0988338694856,2239.283034893645,2258.260009765625,222818800
2020-09-01 00:00:00+07:00,2267.748280054209,2324.67919921875,2229.794333944515,2324.67919921875,85330800
2020-09-02 00:00:00+07:00,2324.6793670026364,2353.1448286394034,2296.2139053658693,2305.702392578125,93203600
2020-09-03 00:00:00+07:00,2305.702485535434,2334.1679483198222,2258.260047561454,2267.74853515625,129014800
2020-09-04 00:00:00+07:00,2258.259971650844,2267.748458926688,2220.3060225474683,2248.771484375,106844400
2020-09-07 00:00:00+07:00,2248.771615835337,2258.2601036658657,2191.8406888521636,2220.30615234375,100673600
2020-09-08 00:00:00+07:00,2239.2830723718616,2277.237022751046,2229.7945847770657,2267.74853515625,60346000
2020-09-09 00:00:00+07:00,2239.283012885552,2239.283012885552,2182.3520888291396,2191.840576171875,98282200
2020-09-10 00:00:00+07:00,2096.9558298510174,2096.9558298510174,2040.02490234375,2040.02490234375,172775200
2020-09-11 00:00:00+07:00,1916.6744724778823,2096.9557347406535,1916.6744724778823,2077.978759765625,271155800
2020-09-14 00:00:00+07:00,2077.9786918308423,2191.8405379585597,2077.9786918308423,2182.35205078125,143569800
2020-09-15 00:00:00+07:00,2182.351934626239,2210.817394643103,2125.4210145925113,2153.886474609375,128927400
2020-09-16 00:00:00+07:00,2182.35214368432,2182.35214368432,2134.9097057781387,2144.398193359375,57936000
2020-09-17 00:00:00+07:00,2125.42110426009,2182.352026695628,2096.955643042321,2115.9326171875,76432000
2020-09-18 00:00:00+07:00,2115.9326171875,2153.8865654778588,2087.4671559697313,2115.9326171875,91596600
2020-09-21 00:00:00+07:00,2115.932709715682,2134.9096846907105,2049.5132973030823,2077.978759765625,52930000
2020-09-22 00:00:00+07:00,2011.5594482421875,2059.00188805922,2002.0709602787808,2011.5594482421875,113596600
2020-09-23 00:00:00+07:00,2011.5592956542969,2040.024757385254,1945.1398849487305,1973.6053466796875,84710800
2020-09-24 00:00:00+07:00,1916.6744763604524,1954.6284263873922,1897.6975013469826,1926.1629638671875,121965000
2020-09-25 00:00:00+07:00,1973.6052132009347,2030.5361328125,1926.1627801912969,2030.5361328125,140455600
2020-09-28 00:00:00+07:00,2049.513420623483,2059.0019086819248,1954.6285400390623,1954.6285400390625,99702600
2020-09-29 00:00:00+07:00,1973.605401400862,1992.5823764143317,1907.1859888537176,1926.1629638671875,111325600
2020-09-30 00:00:00+07:00,1935.6513977050781,1954.6283721923828,1844.5619201660156,1882.515869140625,151529800
2020-10-01 00:00:00+07:00,1897.6974487304688,1973.6053466796875,1890.1066589355469,1973.6053466796875,78954200
2020-10-02 00:00:00+07:00,1964.1168594360352,1983.0938339233398,1897.6974487304688,1973.6053466796875,99143400
2020-10-05 00:00:00+07:00,1992.5821864047898,2040.0246194144277,1964.116726599007,2030.5361328125,74300800
2020-10-06 00:00:00+07:00,2087.467041015625,2106.444014115767,2068.490067915483,2087.467041015625,89104400
2020-10-07 00:00:00+07:00,2049.5131703969596,2106.444091796875,2040.0246834969735,2106.444091796875,88748600
2020-10-08 00:00:00+07:00,2106.4441836295873,2115.932670943234,2059.001747061353,2068.490234375,88763400
2020-10-09 00:00:00+07:00,2068.4901441969314,2115.932578696861,2068.4901441969314,2106.444091796875,90248600
2020-10-12 00:00:00+07:00,2115.932935112847,2144.398400607639,2106.4444466145833,2134.909912109375,77947000
2020-10-13 00:00:00+07:00,2134.909501264799,2153.886474609375,2096.955554575647,2153.886474609375,69863400
2020-10-14 00:00:00+07:00,2172.863601486404,2191.840576171875,2134.909652115463,2191.840576171875,109787200
2020-10-15 00:00:00+07:00,2163.375340053013,2182.352316720145,2125.42138671875,2125.42138671875,77289200
2020-10-16 00:00:00+07:00,2125.42110426009,2144.398078405269,2068.4901818245517,2115.9326171875,67817800
2020-10-19 00:00:00+07:00,2125.421532346491,2172.8639772649394,2115.9330433628015,2163.37548828125,58936200
2020-10-20 00:00:00+07:00,2172.8636561030835,2182.35214368432,2125.421218196903,2144.398193359375,77213200
2020-10-21 00:00:00+07:00,2153.8867375300483,2172.863713191106,2077.9788348858174,2096.955810546875,113901800
2020-10-22 00:00:00+07:00,2087.4672090022937,2106.4441836295873,2049.5132597477063,2068.490234375,138701400
2020-10-23 00:00:00+07:00,2096.955604896889,2115.932578696861,2077.978631096917,2106.444091796875,65900200
2020-10-26 00:00:00+07:00,2134.909652115463,2220.3060382000813,2134.909652115463,2191.840576171875,188574400
2020-10-27 00:00:00+07:00,2182.3520888291396,2220.3060382000813,2163.3751141436687,2191.840576171875,112695800
2020-11-02 00:00:00+07:00,2153.8866840186975,2286.725510345842,2125.4212212343095,2267.74853515625,216862800
2020-11-03 00:00:00+07:00,2267.7485727945964,2277.237060546875,2239.2831095377605,2277.237060546875,75963400
2020-11-04 00:00:00+07:00,2258.260378118147,2286.725845069216,2163.37548828125,2163.37548828125,152817400
2020-11-05 00:00:00+07:00,2229.7945847770657,2277.237022751046,2210.8176095874737,2267.74853515625,175877400
2020-11-06 00:00:00+07:00,2267.7484060240185,2315.1908412964876,2248.771431915031,2296.2138671875,164219000
2020-11-09 00:00:00+07:00,2372.121919461382,2391.098894817073,2296.2140180386177,2334.16796875,122653200
2020-11-10 00:00:00+07:00,2429.0526960784314,2476.4951315487133,2391.098747702206,2419.564208984375,249588800
2020-11-11 00:00:00+07:00,2438.5411831724878,2467.006644454657,2410.0757218903186,2419.564208984375,166490200
2020-11-12 00:00:00+07:00,2419.564396784856,2429.0528846153848,2315.1910306490386,2343.656494140625,136150600
2020-11-13 00:00:00+07:00,2315.191140625,2372.1220703125,2305.70265234375,2372.1220703125,122043800
2020-11-16 00:00:00+07:00,2391.0987233807964,2448.0296453660535,2334.1678013955393,2353.144775390625,133917600
2020-11-17 00:00:00+07:00,2381.61055859375,2419.56451171875,2353.14509375,2372.1220703125,106261600
2020-11-18 00:00:00+07:00,2334.1680244986464,2410.075927734375,2334.1680244986464,2410.075927734375,124936000
2020-11-19 00:00:00+07:00,2372.121939074852,2410.0758901000495,2353.144963562253,2400.58740234375,94808200
2020-11-20 00:00:00+07:00,2381.610146174355,2410.0756060887898,2372.1216595362102,2391.0986328125,100573600
2020-11-23 00:00:00+07:00,2391.0987854003906,2438.5412216186523,2381.6102981567383,2429.052734375,106905400
2020-11-24 00:00:00+07:00,2448.0299922482977,2467.006968932393,2419.5645272221545,2438.54150390625,140929200
2020-11-25 00:00:00+07:00,2467.0068733536878,2523.9378012003112,2467.0068733536878,2476.495361328125,197704000
2020-11-26 00:00:00+07:00,2504.960879414498,2552.4033203125,2485.983903055297,2552.4033203125,132275400
2020-11-27 00:00:00+07:00,2571.3801829402605,2580.868670700188,2514.4492563806975,2523.937744140625,124346800
2020-11-30 00:00:00+07:00,2485.983792150445,2514.449255419343,2362.6334513185525,2400.58740234375,307900800
2020-12-01 00:00:00+07:00,2400.587457532627,2514.449313225874,2400.587457532627,2476.495361328125,176568000
2020-12-02 00:00:00+07:00,2476.495305340989,2523.937744140625,2457.5183298211346,2523.937744140625,114721600
2020-12-03 00:00:00+07:00,2523.937876886288,2533.426365145259,2476.495435591433,2495.472412109375,155342400
2020-12-04 00:00:00+07:00,2467.006503018466,2504.96044921875,2438.5410433682528,2504.96044921875,74976000
2020-12-07 00:00:00+07:00,2533.426063651469,2561.8915250408113,2514.4490893919074,2542.91455078125,133585800
2020-12-08 00:00:00+07:00,2533.426025390625,2552.402999363588,2504.9605644311796,2533.426025390625,70350400
2020-12-10 00:00:00+07:00,2571.3801646513098,2599.8456277286305,2552.4031892664293,2580.86865234375,187847000
2020-12-11 00:00:00+07:00,2599.845342769834,2609.3338294222785,2542.9144228551663,2571.3798828125,94541800
2020-12-14 00:00:00+07:00,2552.4033203125,2580.868784851301,2533.4263439532992,2552.4033203125,94645200
2020-12-15 00:00:00+07:00,2542.91455078125,2552.4030379110304,2504.9606022621265,2542.91455078125,135663800
2020-12-16 00:00:00+07:00,2580.868369464945,2590.3568561173893,2552.4029095076107,2571.3798828125,97361800
2020-12-17 00:00:00+07:00,2571.3800355113635,2609.333984375,2571.3800355113635,2609.333984375,109966000
2020-12-18 00:00:00+07:00,2580.868499300373,2590.356986430154,2542.91455078125,2542.91455078125,142797800
2020-12-21 00:00:00+07:00,2571.380012170592,2580.868499300373,2533.426063651469,2542.91455078125,83174600
2020-12-22 00:00:00+07:00,2495.4721450805664,2514.449119567871,2410.0757598876953,2429.052734375,165929800
2020-12-23 00:00:00+07:00,2467.006855161171,2504.9608067790355,2353.145000307579,2410.075927734375,110032400
2020-12-28 00:00:00+07:00,2467.0068733536878,2495.4723372769995,2391.0989695581898,2476.495361328125,75527000
2020-12-29 00:00:00+07:00,2495.472433958536,2504.9609223005837,2429.0530155642023,2438.54150390625,57422600
2020-12-30 00:00:00+07:00,2476.4953043941455,2476.4953043941455,2400.58740234375,2400.58740234375,88941400
2021-01-04 00:00:00+07:00,2410.075670447716,2476.4950786884015,2362.633235990084,2467.006591796875,61058000
2021-01-05 00:00:00+07:00,2485.983945616488,2485.983945616488,2429.0530155642023,2438.54150390625,69928200
2021-01-06 00:00:00+07:00,2438.54150390625,2476.495457274441,2381.610573853964,2438.54150390625,87109000
2021-01-07 00:00:00+07:00,2448.029822861366,2476.4952859178934,2438.5413351758566,2457.518310546875,80114200
2021-01-08 00:00:00+07:00,2457.518181021887,2495.4721297635374,2448.029693836474,2485.983642578125,93635600
2021-01-11 00:00:00+07:00,2495.4721011419365,2599.845458984375,2485.983614065351,2599.845458984375,212763000
2021-01-12 00:00:00+07:00,2618.8225852911423,2656.776535802608,2590.3571224075426,2637.799560546875,168626000
2021-01-13 00:00:00+07:00,2675.7534726139443,2685.241960105483,2628.31103515625,2628.31103515625,107392200
2021-01-14 00:00:00+07:00,2675.753355597057,2675.753355597057,2590.3569719077896,2599.845458984375,70295000
2021-01-15 00:00:00+07:00,2609.3342493901023,2628.3112257493026,2514.4493675940985,2552.4033203125,77235600
2021-01-18 00:00:00+07:00,2504.9606977662456,2637.7995226477888,2504.9606977662456,2628.31103515625,119006800
2021-01-19 00:00:00+07:00,2656.776573700717,2666.2650614639338,2599.845647121416,2647.2880859375,77834600
2021-01-20 00:00:00+07:00,2656.776449947034,2827.569221729343,2656.776449947034,2799.103759765625,220934600
2021-01-21 00:00:00+07:00,2799.1035661368533,2799.1035661368533,2732.6841594827583,2751.6611328125,82052000
2021-01-22 00:00:00+07:00,2761.1500345865884,2789.615498860677,2704.219106038411,2732.6845703125,117367200
2021-01-25 00:00:00+07:00,2751.6614522019477,2770.638427734375,2666.2650623060254,2770.638427734375,100647600
2021-01-26 00:00:00+07:00,2770.638297801907,2827.569221729343,2751.661323159428,2799.103759765625,206712400
2021-01-27 00:00:00+07:00,2808.5923787992297,2808.5923787992297,2723.195988903307,2770.638427734375,171581400
2021-01-28 00:00:00+07:00,2713.707614763409,2751.6615674174427,2618.8227331283247,2675.753662109375,135745000
2021-01-29 00:00:00+07:00,2694.730665547766,2742.173106842621,2495.472412109375,2495.472412109375,334227600
2021-02-01 00:00:00+07:00,2523.9375765216882,2552.4030379110304,2353.1448081856342,2542.91455078125,242540200
2021-02-02 00:00:00+07:00,2580.8686504584944,2580.8686504584944,2429.0528474903476,2457.518310546875,160482800
2021-02-03 00:00:00+07:00,2504.9605393629804,2523.9375131460333,2448.029618013822,2467.006591796875,167044600
2021-02-04 00:00:00+07:00,2495.472412109375,2533.426365145259,2448.02997081452,2495.472412109375,139040400
2021-02-05 00:00:00+07:00,2542.914565690601,2542.914565690601,2448.029693836474,2485.983642578125,97199600
2021-02-08 00:00:00+07:00,2504.960900368346,2533.426365145259,2485.983923850404,2495.472412109375,125050800
2021-02-09 00:00:00+07:00,2504.9605393629804,2542.9144869290863,2448.029618013822,2467.006591796875,208380400
2021-02-10 00:00:00+07:00,2495.4720524714544,2495.4720524714544,2457.5181049053485,2467.006591796875,102693600
2021-02-11 00:00:00+07:00,2485.983565579928,2485.983565579928,2467.006591796875,2467.006591796875,35879400
2021-02-15 00:00:00+07:00,2485.983565579928,2495.4720524714544,2467.006591796875,2467.006591796875,48995200
2021-02-16 00:00:00+07:00,2467.006798232384,2485.9837736034024,2448.029822861366,2457.518310546875,63202000
2021-02-17 00:00:00+07:00,2448.0298793522393,2457.518367256705,2391.098951925443,2410.075927734375,117413600
2021-02-18 00:00:00+07:00,2372.1220703125,2429.053,2362.63358203125,2372.1220703125,113989000
2021-02-19 00:00:00+07:00,2372.121773514093,2429.0526960784314,2353.1447993259803,2419.564208984375,102020400
2021-02-22 00:00:00+07:00,2448.029670266544,2467.006644454657,2419.564208984375,2419.564208984375,107680600
2021-02-23 00:00:00+07:00,2391.0989145874505,2419.564377856349,2391.0989145874505,2400.58740234375,89107800
2021-02-24 00:00:00+07:00,2410.0757218903186,2429.0526960784314,2400.5872347962622,2419.564208984375,82498600
2021-02-25 00:00:00+07:00,2438.541526277702,2457.518503135894,2381.610595703125,2381.610595703125,133614800
2021-02-26 00:00:00+07:00,2343.6564564278456,2400.5873824949185,2315.190993394309,2334.16796875,246190600
2021-03-01 00:00:00+07:00,2362.633576483781,2504.960900368346,2362.633576483781,2495.472412109375,220785400
2021-03-02 00:00:00+07:00,2523.937422318892,2523.937422318892,2467.006503018466,2504.96044921875,163296600
2021-03-03 00:00:00+07:00,2533.425908868963,2533.425908868963,2476.4949895685368,2504.96044921875,78532200
2021-03-04 00:00:00+07:00,2514.449104134363,2523.9375913197755,2476.495155392712,2485.983642578125,120612600
2021-03-05 00:00:00+07:00,2476.4952859178934,2495.472261288912,2448.029822861366,2457.518310546875,87239000
2021-03-08 00:00:00+07:00,2485.983945616488,2495.472433958536,2419.5645272221545,2438.54150390625,54098000
2021-03-09 00:00:00+07:00,2419.5645272221545,2476.495457274441,2419.5645272221545,2438.54150390625,111838800
2021-03-10 00:00:00+07:00,2467.006591796875,2467.006591796875,2448.029618013822,2467.006591796875,51903000
2021-03-12 00:00:00+07:00,2485.983903055297,2561.8918084921,2485.983903055297,2552.4033203125,159202400
2021-03-15 00:00:00+07:00,2571.3801829402605,2571.3801829402605,2514.4492563806975,2523.937744140625,79922400
2021-03-16 00:00:00+07:00,2523.9375913197755,2552.4030528760136,2467.0066682072993,2485.983642578125,112248400
2021-03-17 00:00:00+07:00,2504.9608252514367,2523.9378012003112,2476.495361328125,2476.495361328125,50841200
2021-03-18 00:00:00+07:00,2514.4492384966684,2599.8456277286305,2514.4492384966684,2580.86865234375,152427600
2021-03-19 00:00:00+07:00,2580.868369464945,2580.868369464945,2542.9144228551663,2571.3798828125,150713800
2021-03-22 00:00:00+07:00,2561.8916568396226,2590.3571196933963,2514.44921875,2514.44921875,115979200
2021-03-23 00:00:00+07:00,2561.89148635007,2561.89148635007,2514.4490514176614,2533.426025390625,97289600
2021-03-24 00:00:00+07:00,2551.194921115029,2561.007209273164,2511.94576848249,2521.758056640625,115254200
2021-03-25 00:00:00+07:00,2531.570623397827,2541.382912635803,2482.509177207947,2511.946044921875,71666600
2021-03-26 00:00:00+07:00,2531.5703447987594,2541.382632956894,2492.3211921662205,2521.758056640625,84478000
2021-03-29 00:00:00+07:00,2511.945833333333,2551.194986979167,2502.133544921875,2502.133544921875,79520400
2021-03-30 00:00:00+07:00,2511.945652173913,2521.7579398777175,2462.8842136548915,2482.5087890625,41180600
2021-03-31 00:00:00+07:00,2453.0719043762706,2482.508767228786,2404.010466288745,2413.82275390625,159155800
2021-04-01 00:00:00+07:00,2453.072086457283,2482.508951494771,2413.822933073967,2433.447509765625,77715200
2021-04-05 00:00:00+07:00,2472.696383189006,2472.696383189006,2433.4472342494983,2443.259521484375,39468400
2021-04-06 00:00:00+07:00,2443.2597014286607,2472.696565301295,2413.822837556026,2462.88427734375,29650600
2021-04-07 00:00:00+07:00,2472.696501358696,2482.5087890625,2453.071925951087,2482.5087890625,46420200
2021-04-08 00:00:00+07:00,2453.071989386205,2502.1334291739295,2433.447413471116,2462.88427734375,88449600
